OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SHAPE,SIGNAL_MAINT_DIST,SIGNAL_TYPE
1372580,19930,1290691.640649999957532,185503.082350000011502,38433,13,317519,SE,69TH PL S AND S 115TH ST,0,"(47.499733527000046, -122.24821008799995)", ,NONE
1372581,18431,1263074.635560000082478,193131.147389999998268,34896,13,76341,DLRD,21ST AVE SW AND SW CAMBRIDGE ST,0,"(47.51919483700004, -122.36052384599998)", ,NONE
1372582,5219,1276993.650230000028387,253962.309559999994235,24727,13,6521,NE,18TH AVE NE AND NE 80TH ST,3,"(47.68667549300005, -122.30892449799995)", ,NONE
1372583,2540,1266099.488300000084564,270318.451660000020638,35790,13,219521,NW,PHINNEY AVE N AND N 141ST ST,0,"(47.73092556700004, -122.35445875399995)", ,NONE
1372584,9323,1262891.52438999991864,238345.896869999996852,27790,13,28134,MGNL-QA,6TH AVE W AND W RAYE ST,2,"(47.64311619100005, -122.36490617899995)", ,NONE
1372585,10919,1283069.23808000003919,231523.324070000002393,29450,13,38651,E,E MERCER ST AND DEAD END 4,0,"(47.62548693300005, -122.28254642899998)", ,NONE
1372586,12454,1278867.474489999935031,222910.339479999995092,30581,13,45117,CNTRL,26TH AVE AND E YESLER WAY,2,"(47.60166062600007, -122.29891734099999)", ,NONE
1372587,4537,1274916.660279999952763,257011.081399999995483,37524,13,233315,N,ROOSEVELT WAY NE AND NE 91ST ST,1,"(47.69492260800007, -122.31759424799998)", ,NONE
1372588,16573,1285652.630850000074133,202675.094660000002477,33553,13,66370,SE,51ST AVE S AND DEAD END,0,"(47.54654646300003, -122.26988832699999)", ,NONE
1372589,10364,1259642.178340000100434,234195.526559999998426,28538,13,33101,MGNL-QA,16TH AVE W AND W GALER ST,0,"(47.63156225700004, -122.37774698899995)", ,NONE
1372590,7148,1280131.403579999925569,246765.56818000000203,25943,13,15319,NE,30TH AVE NE AND NE 53RD ST,0,"(47.66711352400006, -122.29563231899999)", ,NONE
1372591,8855,1263929.734189999988303,240670.83562999998685,26698,13,21335,MGNL-QA,3RD AVE W AND W CREMONA ST,2,"(47.64954528900006, -122.36088259399997)", ,NONE
1372592,4216,1268289.093170000007376,258457.34930999999051,37314,13,232140,NW,AURORA AVE N AND N 96TH S ST,1,"(47.69853317500008, -122.34461663599996)", ,NONE
1372593,18784,1257088.123429999919608,191270.474870000005467,37978,13,300119,SW,41ST AVE SW AND SW 100TH ST,3,"(47.51376660200003, -122.38459435599998)", ,NONE
1372594,12652,1279941.334329999983311,221560.503449999989243,30617,13,45156,CNTRL,SHORT PL S AND S KING ST,0,"(47.59801671000008, -122.29446149099999)", ,NONE
1372595,12041,1270479.871539999963716,225377.276060000003781,29929,13,40726,DWNTN,5TH AVE AND SENECA ST,1,"(47.607979458000045, -122.33310387099999)", ,CITY
1372596,3432,1281668.520509999943897,263097.614790000021458,36830,13,228706,N,35TH AVE NE AND NE 115TH ST,2,"(47.71195941600007, -122.29065019999996)", ,CITY
1372597,4847,1262968.993580000009388,255688.473020000004908,37181,13,231340,BLRD,8TH AVE NW AND NW 85TH ST,1,"(47.690655407000065, -122.36599300999995)", ,CITY
1372598,11162,1267962.768429999938235,230137.884060000011232,28787,13,35333,LKUN,AURORA AVE N AND THOMAS ST,1,"(47.620893170000045, -122.34368464899995)", ,NONE
1372599,12240,1280441.762360000051558,224161.813400000013644,30089,13,41349,CNTRL,31ST AVE AND E TERRACE ST,0,"(47.605172922000065, -122.29263349099995)", ,NONE
1372600,16571,1279247.470140000106767,202688.402819999988424,33290,13,65347,GRDWM,29TH AVE S AND S GRAHAM ST,2,"(47.54625221400005, -122.29581974099995)", ,NONE
1372601,9355,1266668.938540000002831,238218.813610000011977,28069,13,29536,MGNL-QA,4TH AVE N AND RAYE ST,2,"(47.64297291500003, -122.34957550599995)", ,NONE
1372602,7833,1285416.861509999958798,244538.608050000009825,27310,13,25109,NE,50TH AVE NE AND NE 45TH ST,0,"(47.66128271300005, -122.27401595599997)", ,NONE
1372603,46613,1266048.185389999998733,217909.865110000013374,31222,13,50501,GRDWM,SW MASSACHUSETTS ST AND DEAD END,0,"(47.58727342600008, -122.35046911199998)", ,NONE
1372604,6709,1250778.050329999998212,248399.83786999998847,25096,13,10507,MGNL-QA,W SHERIDAN ST AND DEAD END 4,0,"(47.670001642000045, -122.41487354299994)", ,NONE
1372605,13294,1281435.945019999984652,217451.688339999993332,30850,13,46656,SE,35TH AVE S AND DEAD END 4,0,"(47.586832075000075, -122.28808998499994)", ,NONE
1372606,5836,1259174.751530000008643,251541.645240000012564,23929,13,2335,BLRD,19TH AVE NW AND NW SLOOP PL,0,"(47.679081060000044, -122.38105712599997)", ,NONE
1372607,18228,1281541.24729000008665,194317.368439999991097,35360,13,80705,GRDWM,37TH AVE S AND BEACON WR AVE S,3,"(47.52342629900005, -122.28589400799996)", ,NONE
1372608,3251,1270666.226229999912903,264467.630270000023302,36334,13,225122,NW,BURKE AVE N AND DEAD END 3,0,"(47.71513466400006, -122.33544146399998)", ,NONE
1372609,16005,1273078.798130000010133,205396.528770000004442,33100,13,64254,GRDWM,AIRPORT WAY S AND S LUCILE ST,1,"(47.55335102400005, -122.32100440499994)", ,CITY
1372610,14979,1264037.554479999933392,210408.738699999987148,32059,13,55321,DLRD,19TH AVE SW AND SW DAKOTA ST,0,"(47.56660424000006, -122.35801292499997)", ,NONE
1372611,11971,1269829.869359999895096,225842.953370000002906,29590,13,39316,DWNTN,4TH AVE AND UNION ST,1,"(47.60922110800004, -122.33577524599997)", ,CITY
1372612,6114,1259155.361319999909028,250413.874099999986356,23950,13,2356,BLRD,19TH AVE NW AND NW 65TH ST,2,"(47.67598885000007, -122.38104375699999)", ,NONE
1372613,6382,1270796.100400000112131,249506.894520000001648,25496,13,13254,LKUN-NW,WOODLAWN AVE N AND N 63RD S ST,0,"(47.67413483100006, -122.33372917199995)", ,NONE
1372614,6159,1275585.429049999918789,250287.026870000001509,24502,13,5383,NE,BROOKLYN AVE NE AND NE 66TH ST,0,"(47.67652747000005, -122.31435368199999)", ,NONE
1372615,4948,1284302.205760000040755,255211.788469999999506,37846,13,235355,NE,NE 86TH ST AND DEAD END 3,0,"(47.690480610000066, -122.27935224699996)", ,NONE
1372616,46121,1255193.659939999924973,201213.175430000002962,166559,13,68660,SW,47TH AVE SW AND DEAD END 5,0,"(47.540913895000074, -122.39307420199998)", ,NONE
1372617,11395,1283034.304830000037327,229138.401439999986906,29487,13,38760,E,39TH AVE E AND E JOHN ST,0,"(47.61894805000003, -122.28250595399999)", ,NONE
1372618,5454,1270718.719790000002831,253004.130490000010468,24255,13,4143,NW,ORIN CT N AND EAST GREEN LAKE DR N,2,"(47.68371648700003, -122.33432005599997)", ,NONE
1372619,5929,1272981.585200000088662,251150.940340000001015,24584,13,5724,NW,WOODLAWN AVE NE AND NE RAVENNA EB BV,2,"(47.67875757100006, -122.32498922999997)", ,NONE
1372620,5592,1264767.287079999921843,252421.255089999991469,24080,13,3310,NW,SYCAMORE AVE NW AND NW 73RD ST,0,"(47.68179809000003, -122.35842991499999)", ,NONE
1372621,17963,1265586.415400000056252,195746.545790000003763,35014,13,77525,DLRD,12TH AVE SW AND SW CLOVERDALE ST,0,"(47.526499725000065, -122.35056939799995)", ,NONE
1372622,4181,1276937.208379999967292,258610.386620000004768,37717,13,234537,N,17TH AVE NE AND NE 97TH ST,0,"(47.69941280200004, -122.30951557599997)", ,NONE
1372623,5134,1278470.037049999926239,254367.073210000002291,24722,13,6515,NE,23RD AVE NE AND NE 81ST E PL,0,"(47.68786238900003, -122.30296282699999)", ,NONE
1372624,16501,1274537.699379999889061,203048.075140000000829,33137,13,64344,GRDWM,STANLEY AVE S AND S ALBRO PL,1,"(47.54699110900003, -122.31491442199996)", ,CITY
1372625,9316,1279035.817269999999553,238368.340649999998277,28340,13,31103,NE,LAKE WASHINGTON BLVD E AND E LAKE WASHINGTON BLVD,3,"(47.64403966500004, -122.29942871199995)", ,NONE
1372626,12922,1280312.867640000069514,219542.179730000003474,30712,13,45455,CNTRL,31ST AVE S AND 31ST WR AVE S,3,"(47.59250381700008, -122.29280077099997)", ,NONE
1372627,4273,1258634.51319000008516,258256.578490000014426,36940,13,230304,BLRD,22ND AVE NW AND NW 94TH ST,0,"(47.69745639200005, -122.38379888399999)", ,NONE
1372628,4428,1269485.862960000056773,257500.326839999994263,37335,13,232319,NW,ASHWORTH AVE N AND N 92ND ST,0,"(47.69597434100007, -122.33968149399999)", ,NONE
1372629,3134,1275440.145460000028834,265283.52736000000732,36441,13,226116,N-NW,11TH AVE NE AND NE 123RD ST,0,"(47.71762480400008, -122.31611614399998)", ,NONE
1372630,12540,1274338.905909999972209,222396.594069999991916,30423,13,44135,E,12TH AVE S AND S MAIN ST,1,"(47.600014558000055, -122.31722977699997)", ,NONE
1372631,19519,1285303.727680000010878,187534.99710999999661,336128,13,306854,SE,51ST AVE S AND S 109TH ST,3,"(47.505029388000025, -122.27015631499995)", ,NONE
1372632,14200,1273127.48625999991782,213010.975890000001527,340329,13,57259,GRDWM,AIRPORT WAY S AND S HORTON S ST,1,"(47.57422464500007, -122.32140348799999)", ,NONE
1372633,14276,1273119.953720000106841,212702.956940000003669,340330,13,57260,GRDWM,9TH AVE S AND S HINDS S ST,0,"(47.573379972000055, -122.32140987099996)", ,NONE
1372634,46645,1265241.332010000012815,212579.19706999999471,503953,13,56672,GRDWM,16TH WR AVE SW AND KLICKITAT AVE SW,0,"(47.57261864700007, -122.35331143099995)", ,NONE
1372635,5469,1273571.982129999902099,252950.282420000003185,492035,13,5251,NW,I5 SB AND 70TH ST OFF RP,5,"(47.68372085900006, -122.32273438299995)", ,NONE
1372636,47447,1283163.586619999958202,245751.069870000006631,602904,13,82020,NE,SAND POINT WAY NE AND PENNY DR,1,"(47.66449006600004, -122.28325087599995)", ,CITY
1372637,3145,1270652.564019999932498,265194.401480000000447,36324,13,225103,NW,BURKE AVE N AND N 122ND ST,3,"(47.71712598200003, -122.33555457999995)", ,NONE
1372638,17098,1270086.738480000058189,200196.757630000007339,34251,13,71707,GRDWM,S ORCHARD ST AND DEAD END 3 ,0,"(47.538939396000046, -122.33270856899998)", ,NONE
1372639,4459,1273576.65644000004977,257381.567929999990156,37516,13,233307,N,5TH AVE NE AND NE 92ND ST,2,"(47.69586712200004, -122.32306363999999)", ,CITY
1372640,17972,1257437.150499999988824,195706.516089999990072,34703,13,75149,SW,41ST AVE SW AND DEAD END 4,0,"(47.52594478300006, -122.38354386199995)", ,NONE
1372641,9888,1255913.190949999960139,236246.419109999987995,27706,13,27729,MGNL-QA,28TH AVE W AND W NEWTON N ST,3,"(47.63697744800004, -122.39303613399994)", ,NONE
1372642,14114,1274125.795639999909326,213315.881099999998696,31320,13,51339,GRDWM,12TH AVE S AND S HANFORD ST,0,"(47.575113231000046, -122.31738366599996)", ,NONE
1372643,17293,1263296.47363999998197,199054.336130000010598,33974,13,69328,DLRD,21ST AVE SW AND SW WEBSTER ST,0,"(47.53544208000005, -122.36010178799995)", ,NONE
1372644,2976,1278969.761339999968186,266494.211010000028182,36064,13,221335,N,25TH AVE NE AND NE 127TH ST,0,"(47.72112879200006, -122.30187379099999)", ,NONE
1372645,8527,1271963.571250000037253,242240.692139999999199,27242,13,23564,LKUN,N 39TH ST AND DEAD END,0,"(47.65428070400003, -122.32841830999996)", ,NONE
1372646,15343,1282314.336320000002161,208296.574090000009164,32730,13,59752,SE,39TH AVE S AND S CONOVER WAY,0,"(47.56178333300005, -122.28383197799997)", ,NONE
1372647,2512,1266460.485169999999925,270547.658950000011828,35787,13,219518,NW,N 142ND ST AND DEAD END,0,"(47.73157336100007, -122.35301053199998)", ,NONE
1372648,7520,1270052.548149999929592,245410.497709999996005,25558,13,13360,LKUN,WALLINGFORD AVE N AND N 47TH ST,0,"(47.66286698400006, -122.33642195699997)", ,NONE
1372649,10090,1260063.705379999941215,235376.420769999996992,27972,13,28756,MGNL-QA,15TH AVE W AND W BLAINE ST,1,"(47.63482219100007, -122.37613375099994)", ,NONE
1372650,14050,1274133.937209999887273,213641.04513000001316,31317,13,51336,GRDWM,12TH AVE S AND S WINTHROP ST,0,"(47.57600493000007, -122.31737609099997)", ,NONE
1372651,13734,1253720.318500000052154,215169.625230000005104,30939,13,47342,SW,SW ADMIRAL WAY AND SW LANDER W ST,2,"(47.57908544400004, -122.40018838499998)", ,NONE
1372652,4882,1283650.799679999938235,255524.329150000005029,37942,13,235748,NE,43RD AVE NE AND NE 87TH ST,0,"(47.69130369900006, -122.28202057399994)", ,NONE
1372653,7994,1271266.317869999911636,244019.240619999996852,27206,13,23528,LKUN,CORLISS AVE N AND N 43RD ST,0,"(47.65911847700005, -122.33138733299995)", ,NONE
1372654,19495,1258778.783779999939725,187695.96940000000177,38032,13,300343,SW,36TH AVE SW AND DEAD END 5,0,"(47.504062315000056, -122.37746419299998)", ,NONE
1372655,18355,1255697.895969999954104,193643.30661999998847,34816,13,75724,SW,45TH AVE SW AND SW BRACE POINT DR,3,"(47.52019340800007, -122.39041308299994)", ,NONE
1372656,18890,1286536.013120000017807,190817.320570000010775,38293,13,306510,SE,54TH AVE S AND RENTON AVE S,2,"(47.514089254000055, -122.26541862599998)", ,NONE
1372657,19925,1285938.164289999986067,185534.593140000011772,38416,13,316536,SE,S AUGUSTA ST AND DEAD END,0,"(47.499578693000046, -122.26743910199997)", ,NONE
1372658,6294,1286953.452610000036657,249786.140849999996135,25010,13,8725,NE,57TH AVE NE AND NE 65TH W ST,2,"(47.675744931000054, -122.26817852499994)", ,NONE
1372659,18045,1284333.353020000038669,195247.546239999996033,35251,13,80152,SE,46TH AVE S AND S CLOVERDALE ST,3,"(47.52611983600008, -122.27466602199996)", ,NONE
1372660,6033,1272145.128500000108033,250712.935090000013588,24589,13,5733,NW,1ST AVE NE AND WOODLAWN S AVE NE,3,"(47.677512517000025, -122.32834955499999)", ,NONE
1372661,4790,1278417.48843999998644,255912.757949999999255,37765,13,234741,NE,NE 88TH ST AND DEAD END 1,0,"(47.69209633200006, -122.30329600599998)", ,NONE
1372662,6793,1271075.485490000108257,248046.229679999989457,25842,13,14533,LKUN-NW,KIRKWOOD PL N AND N 57TH ST,3,"(47.670146128000056, -122.33247986499998)", ,NONE
1372663,13317,1275197.021239999914542,217399.414929999999003,31247,13,51123,GRDWM,15TH AVE S AND S HOLGATE ST,2,"(47.58636267900005, -122.31336274799997)", ,NONE
1372664,9709,1282604.942909999983385,236982.529190000001108,28507,13,32510,E,38TH AVE E AND E MCGRAW ST,0,"(47.64042663300006, -122.28484645599997)", ,NONE
1372665,15621,1268637.567790000000969,206964.690059999993537,33017,13,63103,GRDWM,EAST MARGINAL WAY S AND S HUDSON ST,1,"(47.55741252400003, -122.33911050199998)", ,CITY
1372666,18924,1257791.345960000064224,190622.339700000011362,37986,13,300127,SW,39TH AVE SW AND SW 102ND ST,0,"(47.512028927000074, -122.38169654599994)", ,NONE
1372667,12746,1275396.986169999931008,220843.877529999997932,30449,13,44315,GRDWM,POPLAR PL S AND S DEARBORN ST,1,"(47.59581443600007, -122.31282092099997)", ,NONE
1372668,19690,1287923.040319999912754,186729.919859999994515,38281,13,306369,SE,S FOUNTAIN ST AND DEAD END W,0,"(47.50295622300007, -122.25950038599996)", ,NONE
1372669,10055,1265727.263530000112951,235588.591010000003735,28148,13,29751,MGNL-QA,2ND AVE N AND HOWE ST,0,"(47.63571267400005, -122.35318404899999)", ,NONE
1372670,2818,1275321.971769999945536,267931.385290000005625,35872,13,220308,N-NW,11TH AVE NE AND NE 133RD ST,0,"(47.72487625700006, -122.31680346899998)", ,NONE
1372671,10478,1268246.414899999974295,233668.723880000005011,28754,13,35256,MGNL-QA,COMSTOCK ST AND DEAD END 2,0,"(47.63058632000008, -122.34281552799996)", ,NONE
1372672,2754,1279339.103799999924377,268463.807689999986906,36037,13,221307,N,26TH AVE NE AND NE 135TH ST,0,"(47.72654672700003, -122.30052608299997)", ,NONE
1372673,17299,1264828.292140000034124,199043.091329999995651,34138,13,70710,DLRD,15TH AVE SW AND SW WEBSTER ST,0,"(47.53549439900007, -122.35390094999997)", ,NONE
1372674,16627,1286549.846589999971911,202481.778820000006817,33737,13,67752,SE,52ND AVE S AND S GRAHAM E ST,0,"(47.54606243600006, -122.26624147499996)", ,NONE
1372675,13665,1258921.598759999964386,215501.99309999999241,31069,13,48328,SW,BELVIDERE AVE SW AND SW OLGA ST,0,"(47.58028479400008, -122.37914607099998)", ,NONE
1372676,7293,1270733.97381000011228,246188.430259999993723,25525,13,13327,LKUN-NW,MERIDIAN AVE N AND N 50TH ST,1,"(47.66503572100004, -122.33371870099995)", ,CITY
1372677,8853,1266292.377390000037849,240725.502630000002682,27038,13,22734,LKUN,EVANSTON AVE N AND N 34TH ST,0,"(47.649823285000025, -122.35130332899996)", ,NONE
1372678,14984,1280560.658490000059828,210569.603470000001835,32741,13,59767,SE,CLAREMONT PL S AND DEAD END,0,"(47.56792287300004, -122.29110796499998)", ,NONE
1372679,13603,1255243.883549999911338,215921.65390999999363,339832,13,48855,SW,49TH AVE SW AND SW WAITE W ST,0,"(47.58123156800008, -122.39407853799997)", ,NONE
1372680,46743,1279676.052029999904335,208753.114250000013271,484890,13,58469,SE,M L KING JR ER WAY S AND S OREGON ST,1,"(47.562897888000066, -122.29455093499996)", ,CITY
1372681,8280,1274585.836850000079721,242927.304360000009183,27130,13,23190,NE,ROOSEVELT WAY NE AND NE 40TH ALLEY ST,1,"(47.656301849000045, -122.31783423699994)", ,NONE
1372682,4500,1267610.246959999902174,257151.780280000006314,37445,13,232722,NW,LINDEN AVE N AND N 91ST ST,0,"(47.69491809600004, -122.34726855899999)", ,NONE
1372683,7492,1266700.376880000112578,245479.354029999987688,25679,13,13743,LKUN-NW,FREMONT AVE N AND N 47TH ST,2,"(47.66287542100008, -122.35002843499996)", ,NONE
1372684,15421,1282834.622780000092462,207902.801539999985835,32740,13,59766,SE,41ST AVE S AND S ALASKA ST,0,"(47.56073086300006, -122.28169503299995)", ,NONE
1372685,12222,1273836.89452000008896,224298.727580000006128,29819,13,40347,E,10TH AVE AND E TERRACE ST,0,"(47.60520171300004, -122.31941304699995)", ,NONE
1372686,12103,1268542.471219999948516,225082.470549999998184,29628,13,39415,DWNTN,ALASKAN E RDWY WAY AND UNION ST,0,"(47.60706763200005, -122.34093292099999)", ,NONE
1372687,18195,1263442.498859999934211,194462.135929999989457,34870,13,76313,DLRD,20TH AVE SW AND SW HENDERSON ST,2,"(47.52286301600003, -122.35914219799997)", ,NONE
1372688,7058,1285622.108479999937117,247168.374190000002272,26143,13,16304,NE,SAND POINT WAY NE AND NE 55TH ST,1,"(47.66850144600005, -122.27338288599998)", ,NONE
1372689,3364,1265377.473070000065491,263555.321279999974649,36235,13,224301,NW,PALATINE AVE N AND N 115TH ST,0,"(47.71234906900003, -122.35684804399995)", ,NONE
1372690,7167,1286749.683780000079423,246634.79415999999037,26154,13,16316,NE,55TH AVE NE AND NE PENRITH RD,0,"(47.66709664800004, -122.26876692599996)", ,NONE
1372691,15603,1263095.159079999895766,207090.93927000000258,32932,13,62111,DLRD,PUGET BLVD SW AND SW HUDSON ST,0,"(47.55745906800007, -122.36156262299994)", ,NONE
1372692,11304,1282422.588990000076592,229531.456929999985732,29481,13,38750,CNTRL,MADRONA PL E AND E JOHN ST,0,"(47.61999381000004, -122.28501591399998)", ,NONE
1372693,10292,1260163.623459999915212,234436.8585299999977,28680,13,34507,MGNL-QA,ELLIOTT AVE W AND W GALER ST,1,"(47.63225240000003, -122.37565219899994)", ,CITY
1372694,9756,1266361.830700000049546,236815.279780000011669,28106,13,29708,MGNL-QA,LYNN ST AND NOB HILL AVE N,0,"(47.63910929800005, -122.35070882199994)", ,NONE
1372695,8414,1253762.904099999926984,242520.015019999991637,26356,13,19303,MGNL-QA,35TH AVE W AND W EMERSON ST,2,"(47.654053056000066, -122.40227491499996)", ,NONE
1372696,16516,1285906.663230000063777,202981.897599999996601,33733,13,67748,SE,51ST PL S AND S SPENCER ST,0,"(47.54740040900003, -122.26888307799999)", ,NONE
1372697,19206,1288859.499839999945834,189174.885489999986021,38228,13,306308,SE,62ND AVE S AND S RYAN ST,3,"(47.50970544100005, -122.25589523199994)", ,NONE
1372698,16593,1257351.347999999998137,202600.75533000001451,33748,13,68104,SW,41ST AVE SW AND SW MORGAN ST,1,"(47.54483670700006, -122.38445347199996)", ,NONE
1372699,5259,1264246.739240000024438,253771.580599999986589,24061,13,3119,NW,3RD AVE NW AND NW 78TH ST,3,"(47.685470956000074, -122.36065151699995)", ,NONE
1372700,9694,1264506.356270000105724,237029.661090000008699,27815,13,28302,MGNL-QA,1ST AVE W AND W MCGRAW ST,2,"(47.63959636800007, -122.35825092899995)", ,NONE
1372701,5427,1258403.310370000079274,253057.846970000013243,23902,13,2308,BLRD,22ND AVE NW AND NW 75TH ST,0,"(47.68319428400008, -122.38431212699999)", ,NONE
1372702,7958,1285915.732030000071973,244094.292400000005728,27323,13,25122,NE,52ND AVE NE AND NE 44TH ST,0,"(47.66009042500008, -122.27195817599994)", ,NONE
1372703,16342,1285669.99405000009574,203830.564740000001621,33525,13,66338,SE,51ST AVE S AND S JUNEAU ST,0,"(47.54971451100005, -122.26990536599999)", ,NONE
1372704,15319,1264797.875500000081956,208412.683909999992466,32224,13,56705,DLRD,PUGET WAY SW AND SW ALASKA ST,0,"(47.56117439500008, -122.35477389599998)", ,NONE
1372705,10726,1275684.778810000047088,232449.529509999993024,28969,13,36129,E,15TH AVE E AND E WARD ST,2,"(47.62764049700007, -122.31255879899999)", ,NONE
1372706,15641,1286994.102339999983087,206927.771529999998165,33687,13,67538,SE,S FERDINAND ST AND DEAD END 3,0,"(47.55827164200008, -122.26477780199997)", ,NONE
1372707,17980,1268158.233650000067428,195667.791739999986021,34971,13,77255,DLRD,SW CLOVERDALE ST AND DEAD END 1 ,0,"(47.52642238300007, -122.34015563399998)", ,NONE
1372708,8117,1286330.416710000019521,243584.960690000007162,27366,13,25176,NE,NE 42ND ST AND DEAD END 4,0,"(47.65871558100008, -122.27023711799995)", ,NONE
1372709,11092,1279361.735229999991134,230536.112800000002608,29293,13,37362,CNTRL,27TH AVE E AND E MADISON S ST,2,"(47.62258860700007, -122.29750233599998)", ,NONE
1372710,13218,1257852.805669999914244,217893.286289999989094,31016,13,48131,SW,41ST AVE SW AND SW HOLGATE ST,0,"(47.586780238000074, -122.38367080999996)", ,NONE
1372711,13199,1279248.161340000107884,218030.249359999987064,31401,13,52107,SE,28TH AVE S AND S MASSACHUSETTS ST,0,"(47.58830418900004, -122.29699835699995)", ,NONE
1372712,15652,1281988.600129999918863,206867.218309999996563,33571,13,66514,SE,RAINIER AVE S AND S FERDINAND ST,1,"(47.55784862500008, -122.28504186199996)", ,CITY
1372713,15800,1286718.447940000100061,206202.124680000008084,33670,13,67517,SE,54TH AVE S AND 55TH AVE S,0,"(47.55626857100003, -122.26583930699996)", ,NONE
1372714,11200,1270916.34410999994725,230052.402590000012424,29148,13,36740,LKUN,PONTIUS AVE N AND THOMAS ST,0,"(47.62081714400006, -122.33170378799997)", ,NONE
1372715,12805,1276747.536180000053719,220342.956689999991795,30791,13,45722,CNTRL,19TH AVE S AND S CHARLES ST,0,"(47.59451246300006, -122.30730936799995)", ,NONE
1372716,18524,1281044.889399999985471,192601.291129999997793,35378,13,80726,GRDWM,LEROY PL S AND S RONALD DR,0,"(47.51869682700004, -122.28777129799994)", ,NONE
1372717,17565,1262853.792039999971166,197761.934719999990193,33999,13,69358,DLRD,SW KENYON ST AND DEAD END 3,0,"(47.531875581000065, -122.36178960499996)", ,NONE
1372718,7383,1281704.618809999898076,245920.004270000004908,26232,13,16714,NE,36TH AVE NE AND NE 50TH ST,0,"(47.66487760700005, -122.28918368099994)", ,NONE
1372719,7771,1267029.012529999949038,244701.477039999997942,26924,13,22507,LKUN,LINDEN AVE N AND N ALLEN PL,0,"(47.660761043000036, -122.34863288699995)", ,NONE
1372720,16089,1277636.086589999962598,205029.864839999994729,33255,13,65308,GRDWM,BEACON WR AVE S AND S VERN CT,2,"(47.55258600900004, -122.30252413999995)", ,NONE
1372721,12939,1280366.381120000034571,219406.739349999988917,30713,13,45456,CNTRL,31ST AVE S AND S JUDKINS ST,3,"(47.592135357000075, -122.29257352999997)", ,NONE
1372722,5127,1258161.992490000091493,254385.047220000007655,23874,13,2115,BLRD,23RD AVE NW AND NW 80TH ST,2,"(47.686818704000075, -122.385400275)", ,NONE
1372723,2642,1269066.76714999997057,269438.142660000012256,35746,13,219159,NW,STONE AVE N AND N 137TH ST,0,"(47.72867282800007, -122.34233348899994)", ,NONE
1372724,6378,1273735.029050000011921,249525.270199999999022,25702,13,14107,LKUN-NW,NE 63RD ST AND DEAD END 1,0,"(47.67434164900004, -122.32180364699997)", ,NONE
1372725,12758,1279956.092990000033751,220744.099480000004405,30648,13,45320,CNTRL,YAKIMA AVE S AND S DEARBORN ST,0,"(47.595779718000074, -122.29433886699996)", ,NONE
1372726,14718,1282724.949310000054538,211534.903179999993881,339879,13,59665,SE,TERMINAL CT S AND S COURT ST,0,"(47.57068081500006, -122.28241613699998)", ,NONE
1372727,9293,1277852.445240000030026,238427.670949999999721,28425,13,31610,NE,MONTLAKE BLVD E AND MONTLAKE BV EB ON RP,1,"(47.64414038600006, -122.30423299799997)", ,NONE
1372728,8635,1263166.775080000050366,241746.615469999989728,287071,13,21858,MGNL-QA,6TH AVE W AND SHIP CANAL TRL,0,"(47.65245238400007, -122.36406419899998)", ,NONE
1372729,17864,1267797.844009999884292,196252.34265000000596,38510,13,77252,DLRD,5TH AVE SW AND DEAD END 2,0,"(47.52800526400006, -122.34166040999997)", ,NONE
1372730,46426,1268964.212019999977201,235338.823849999986123,334875,13,29466,LKUN,HOWE ST AND WESTLAKE SHORE RDWY AVE N,0,"(47.63520256100003, -122.34003756799996)", ,NONE
1372731,9464,1273858.10514000011608,237880.909220000001369,491743,13,30262,E,SR520 EB AND I5 NB SR520 EB ON RP,4,"(47.64243128700008, -122.32039090899997)", ,NONE
1372732,13310,1268741.115950000006706,217400.240790000010747,31210,13,50210,GRDWM,ALASKAN WY VI NB AND S HOLGATE ST,1,"(47.58602157300004, -122.33951833699996)", ,NONE
1372733,47493,1278376.891710000112653,247113.79269000000204,613103,13,82043,NE,RAVENNA PL NE AND NE 54TH ST,3,"(47.667976388000056, -122.30277865799997)", , 
1372734,13625,1271063.210029999958351,215848.726670000003651,31363,13,51703,GRDWM,3RD AVE S AND S STACY ST,0,"(47.581893113000035, -122.32998835799998)", ,NONE
1372735,6234,1279509.896759999915957,249937.871030000009341,24697,13,6351,NE,27TH AVE NE AND NE 65TH ST,2,"(47.67577636500005, -122.29839932399994)", ,NONE
1372736,5926,1284812.442689999938011,251162.070449999999255,24843,13,7333,NE,48TH AVE NE AND NE 70TH ST,3,"(47.679406595000046, -122.27697245399997)", ,NONE
1372737,13692,1277395.029050000011921,215403.976590000005672,31592,13,52704,GRDWM,22ND AVE S AND S BAYVIEW ST,0,"(47.58100873500007, -122.30430309099995)", ,NONE
1372738,5208,1275181.721399999922141,254013.049529999989318,24396,13,5125,N,11TH AVE NE AND NE 80TH ST,2,"(47.68671909300008, -122.31628354899999)", ,NONE
1372739,2740,1276356.312380000017583,268557.910730000003241,35866,13,220301,N-NW,15TH AVE NE AND NE 135TH ST,1,"(47.72664812600004, -122.31265065299999)", ,CITY
1372740,10223,1275714.26463000010699,234817.450660000002244,28274,13,30355,E,15TH AVE E AND E GARFIELD ST,2,"(47.63413247900007, -122.31262382299997)", ,NONE
